1,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Skyscrapers_of_Shinjuku_2009_January.jpg/500px-Skyscrapers_of_Shinjuku_2009_January.jpg,1,IMAGE
2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Jakarta_Pictures-1.jpg/327px-Jakarta_Pictures-1.jpg,2,IMAGE
3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/IN-DL.svg/439px-IN-DL.svg.png,3,IMAGE
4,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Mumbai_Skyline_at_Night.jpg/500px-Mumbai_Skyline_at_Night.jpg,4,IMAGE
5,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Manila_Cathedral_Facade_at_Sunset.jpg/500px-Manila_Cathedral_Facade_at_Sunset.jpg,5,IMAGE
6,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Pudong_Shanghai_November_2017_panorama.jpg/500px-Pudong_Shanghai_November_2017_panorama.jpg,6,IMAGE
7,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/S%C3%A3o_Paulo_GTXDrone_Capture_134.255.jpg/500px-S%C3%A3o_Paulo_GTXDrone_Capture_134.255.jpg,7,IMAGE
8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/%EB%8D%95%EC%88%98%EA%B6%81_2011%EB%85%84_11%EC%9B%94_%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD_%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C_%EB%AA%85%EC%86%8C_%28Seoul_best_attractions%29_%EC%82%AC%EB%B3%B8_-1S6O1452.jpg/500px-%EB%8D%95%EC%88%98%EA%B6%81_2011%EB%85%84_11%EC%9B%94_%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD_%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C_%EB%AA%85%EC%86%8C_%28Seoul_best_attractions%29_%EC%82%AC%EB%B3%B8_-1S6O1452.jpg,8,IMAGE
9,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Montaje.Ciudad_de_M%C3%A9xico.jpg/250px-Montaje.Ciudad_de_M%C3%A9xico.jpg,9,IMAGE
10,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Guangzhou_Twin_Towers.jpg/500px-Guangzhou_Twin_Towers.jpg,10,IMAGE
11,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Tiananmen_Gate.jpg/500px-Tiananmen_Gate.jpg,11,IMAGE
12,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Cairo-Nile-2020%281%29.jpg/500px-Cairo-Nile-2020%281%29.jpg,12,IMAGE
13,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Business_Centre_of_Moscow_2.jpg/500px-Business_Centre_of_Moscow_2.jpg,13,IMAGE
14,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Bangkok_Montage_2021.jpg/375px-Bangkok_Montage_2021.jpg,14,IMAGE
15,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Port_skyline_%26_Women%27s_Bridge.jpg/500px-Port_skyline_%26_Women%27s_Bridge.jpg,15,IMAGE
16,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Commercial_area_of_futian_to_east2020.jpg/500px-Commercial_area_of_futian_to_east2020.jpg,16,IMAGE
17,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Dhaka_14th_March_%2832624769393%29.jpg/500px-Dhaka_14th_March_%2832624769393%29.jpg,17,IMAGE
18,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2014_Tinubu_Square_Lagos_Nigeria_14640600637.jpg/500px-2014_Tinubu_Square_Lagos_Nigeria_14640600637.jpg,18,IMAGE
19,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Bosphorus_Bridge_%28235499411%29.jpeg/500px-Bosphorus_Bridge_%28235499411%29.jpeg,19,IMAGE
20,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Jinnah_Mausoleum_%28cropped%29.JPG/500px-Jinnah_Mausoleum_%28cropped%29.JPG,20,IMAGE
21,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/UB_City_at_night_.jpg/500px-UB_City_at_night_.jpg,21,IMAGE
22,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Tehran_sky.jpg/500px-Tehran_sky.jpg,22,IMAGE
23,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Vue_Kinshasa.jpg/500px-Vue_Kinshasa.jpg,23,IMAGE
24,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Ho_Chi_Minh_City_Skyline_%28night%29.jpg/500px-Ho_Chi_Minh_City_Skyline_%28night%29.jpg,24,IMAGE
25,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Wiki_training_0226.jpg/500px-Wiki_training_0226.jpg,25,IMAGE
26,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Enseada_de_Botafogo_e_P%C3%A3o_de_A%C3%A7%C3%BAcar.jpg/500px-Enseada_de_Botafogo_e_P%C3%A3o_de_A%C3%A7%C3%BAcar.jpg,26,IMAGE
27,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Baoding_001.jpg/500px-Baoding_001.jpg,27,IMAGE
28,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Chennai_-_bird%27s-eye_view.jpg/500px-Chennai_-_bird%27s-eye_view.jpg,28,IMAGE
